option,url,,
RWSEM_XCHGADD_ALGORITHM,https://cateee.net/lkddb/web-lkddb/RWSEM_XCHGADD_ALGORITHM.html,,""
GENERIC_CALIBRATE_DELAY,https://cateee.net/lkddb/web-lkddb/GENERIC_CALIBRATE_DELAY.html,,""
ARCH_HAS_CPU_RELAX,https://cateee.net/lkddb/web-lkddb/ARCH_HAS_CPU_RELAX.html,,""
ARCH_HAS_CACHE_LINE_SIZE,https://cateee.net/lkddb/web-lkddb/ARCH_HAS_CACHE_LINE_SIZE.html,,""
HAVE_SETUP_PER_CPU_AREA,https://cateee.net/lkddb/web-lkddb/HAVE_SETUP_PER_CPU_AREA.html,,""
NEED_PER_CPU_EMBED_FIRST_CHUNK,https://cateee.net/lkddb/web-lkddb/NEED_PER_CPU_EMBED_FIRST_CHUNK.html,,""
NEED_PER_CPU_PAGE_FIRST_CHUNK,https://cateee.net/lkddb/web-lkddb/NEED_PER_CPU_PAGE_FIRST_CHUNK.html,,""
ARCH_HIBERNATION_POSSIBLE,https://cateee.net/lkddb/web-lkddb/ARCH_HIBERNATION_POSSIBLE.html,,""
ARCH_SUSPEND_POSSIBLE,https://cateee.net/lkddb/web-lkddb/ARCH_SUSPEND_POSSIBLE.html,,""
ARCH_WANT_HUGE_PMD_SHARE,https://cateee.net/lkddb/web-lkddb/ARCH_WANT_HUGE_PMD_SHARE.html,,""
ARCH_WANT_GENERAL_HUGETLB,https://cateee.net/lkddb/web-lkddb/ARCH_WANT_GENERAL_HUGETLB.html,,""
ZONE_DMA32,https://cateee.net/lkddb/web-lkddb/ZONE_DMA32.html,,""
AUDIT_ARCH,https://cateee.net/lkddb/web-lkddb/AUDIT_ARCH.html,,""
ARCH_SUPPORTS_OPTIMIZED_INLINING,https://cateee.net/lkddb/web-lkddb/ARCH_SUPPORTS_OPTIMIZED_INLINING.html,,""
ARCH_SUPPORTS_DEBUG_PAGEALLOC,https://cateee.net/lkddb/web-lkddb/ARCH_SUPPORTS_DEBUG_PAGEALLOC.html,,""
KASAN_SHADOW_OFFSET,https://cateee.net/lkddb/web-lkddb/KASAN_SHADOW_OFFSET.html,,""
X86_32_SMP,https://cateee.net/lkddb/web-lkddb/X86_32_SMP.html,,""
X86_32_LAZY_GS,https://cateee.net/lkddb/web-lkddb/X86_32_LAZY_GS.html,,""
ARCH_SUPPORTS_UPROBES,https://cateee.net/lkddb/web-lkddb/ARCH_SUPPORTS_UPROBES.html,,""
FIX_EARLYCON_MEM,https://cateee.net/lkddb/web-lkddb/FIX_EARLYCON_MEM.html,,""
PGTABLE_LEVELS,https://cateee.net/lkddb/web-lkddb/PGTABLE_LEVELS.html,,""
ARCH,https://cateee.net/lkddb/web-lkddb/ARCH.html,,""
KERNELVERSION,https://cateee.net/lkddb/web-lkddb/KERNELVERSION.html,,""
DEFCONFIG_LIST,https://cateee.net/lkddb/web-lkddb/DEFCONFIG_LIST.html,,""
IRQ_WORK,https://cateee.net/lkddb/web-lkddb/IRQ_WORK.html,,""
BUILDTIME_EXTABLE_SORT,https://cateee.net/lkddb/web-lkddb/BUILDTIME_EXTABLE_SORT.html,,""
THREAD_INFO_IN_TASK,https://cateee.net/lkddb/web-lkddb/THREAD_INFO_IN_TASK.html,,""
BROKEN,https://cateee.net/lkddb/web-lkddb/BROKEN.html,,""
INIT_ENV_ARG_LIMIT,https://cateee.net/lkddb/web-lkddb/INIT_ENV_ARG_LIMIT.html,,""
CROSS_COMPILE,https://cateee.net/lkddb/web-lkddb/CROSS_COMPILE.html,,""
LOCALVERSION,https://cateee.net/lkddb/web-lkddb/LOCALVERSION.html,,""
HAVE_KERNEL_GZIP,https://cateee.net/lkddb/web-lkddb/HAVE_KERNEL_GZIP.html,,""
HAVE_KERNEL_BZIP2,https://cateee.net/lkddb/web-lkddb/HAVE_KERNEL_BZIP2.html,,""
HAVE_KERNEL_LZMA,https://cateee.net/lkddb/web-lkddb/HAVE_KERNEL_LZMA.html,,""
HAVE_KERNEL_XZ,https://cateee.net/lkddb/web-lkddb/HAVE_KERNEL_XZ.html,,""
HAVE_KERNEL_LZO,https://cateee.net/lkddb/web-lkddb/HAVE_KERNEL_LZO.html,,""
HAVE_KERNEL_LZ4,https://cateee.net/lkddb/web-lkddb/HAVE_KERNEL_LZ4.html,,""
KERNEL_GZIP,https://cateee.net/lkddb/web-lkddb/KERNEL_GZIP.html,,""
KERNEL_BZIP2,https://cateee.net/lkddb/web-lkddb/KERNEL_BZIP2.html,,""
KERNEL_LZMA,https://cateee.net/lkddb/web-lkddb/KERNEL_LZMA.html,,""
KERNEL_XZ,https://cateee.net/lkddb/web-lkddb/KERNEL_XZ.html,,""
KERNEL_LZO,https://cateee.net/lkddb/web-lkddb/KERNEL_LZO.html,,""
KERNEL_LZ4,https://cateee.net/lkddb/web-lkddb/KERNEL_LZ4.html,,""
DEFAULT_HOSTNAME,https://cateee.net/lkddb/web-lkddb/DEFAULT_HOSTNAME.html,,""
HAVE_ARCH_AUDITSYSCALL,https://cateee.net/lkddb/web-lkddb/HAVE_ARCH_AUDITSYSCALL.html,,""
MAY_HAVE_SPARSE_IRQ,https://cateee.net/lkddb/web-lkddb/MAY_HAVE_SPARSE_IRQ.html,,""
GENERIC_IRQ_LEGACY,https://cateee.net/lkddb/web-lkddb/GENERIC_IRQ_LEGACY.html,,""
GENERIC_IRQ_PROBE,https://cateee.net/lkddb/web-lkddb/GENERIC_IRQ_PROBE.html,,""
GENERIC_IRQ_SHOW,https://cateee.net/lkddb/web-lkddb/GENERIC_IRQ_SHOW.html,,""
GENERIC_IRQ_SHOW_LEVEL,https://cateee.net/lkddb/web-lkddb/GENERIC_IRQ_SHOW_LEVEL.html,,""
GENERIC_IRQ_LEGACY_ALLOC_HWIRQ,https://cateee.net/lkddb/web-lkddb/GENERIC_IRQ_LEGACY_ALLOC_HWIRQ.html,,""
AUTO_IRQ_AFFINITY,https://cateee.net/lkddb/web-lkddb/AUTO_IRQ_AFFINITY.html,,""
HARDIRQS_SW_RESEND,https://cateee.net/lkddb/web-lkddb/HARDIRQS_SW_RESEND.html,,""
IRQ_PREFLOW_FASTEOI,https://cateee.net/lkddb/web-lkddb/IRQ_PREFLOW_FASTEOI.html,,""
IRQ_EDGE_EOI_HANDLER,https://cateee.net/lkddb/web-lkddb/IRQ_EDGE_EOI_HANDLER.html,,""
IRQ_DOMAIN,https://cateee.net/lkddb/web-lkddb/IRQ_DOMAIN.html,,""
IRQ_DOMAIN_HIERARCHY,https://cateee.net/lkddb/web-lkddb/IRQ_DOMAIN_HIERARCHY.html,,""
GENERIC_IRQ_IPI,https://cateee.net/lkddb/web-lkddb/GENERIC_IRQ_IPI.html,,""
HANDLE_DOMAIN_IRQ,https://cateee.net/lkddb/web-lkddb/HANDLE_DOMAIN_IRQ.html,,""
IRQ_TIMINGS,https://cateee.net/lkddb/web-lkddb/IRQ_TIMINGS.html,,""
IRQ_FORCED_THREADING,https://cateee.net/lkddb/web-lkddb/IRQ_FORCED_THREADING.html,,""
SPARSE_IRQ,https://cateee.net/lkddb/web-lkddb/SPARSE_IRQ.html,,""
CLOCKSOURCE_WATCHDOG,https://cateee.net/lkddb/web-lkddb/CLOCKSOURCE_WATCHDOG.html,,""
ARCH_CLOCKSOURCE_DATA,https://cateee.net/lkddb/web-lkddb/ARCH_CLOCKSOURCE_DATA.html,,""
CLOCKSOURCE_VALIDATE_LAST_CYCLE,https://cateee.net/lkddb/web-lkddb/CLOCKSOURCE_VALIDATE_LAST_CYCLE.html,,""
GENERIC_TIME_VSYSCALL,https://cateee.net/lkddb/web-lkddb/GENERIC_TIME_VSYSCALL.html,,""
GENERIC_TIME_VSYSCALL_OLD,https://cateee.net/lkddb/web-lkddb/GENERIC_TIME_VSYSCALL_OLD.html,,""
ARCH_USES_GETTIMEOFFSET,https://cateee.net/lkddb/web-lkddb/ARCH_USES_GETTIMEOFFSET.html,,""
GENERIC_CLOCKEVENTS,https://cateee.net/lkddb/web-lkddb/GENERIC_CLOCKEVENTS.html,,""
ARCH_HAS_TICK_BROADCAST,https://cateee.net/lkddb/web-lkddb/ARCH_HAS_TICK_BROADCAST.html,,""
GENERIC_CLOCKEVENTS_BROADCAST,https://cateee.net/lkddb/web-lkddb/GENERIC_CLOCKEVENTS_BROADCAST.html,,""
GENERIC_CLOCKEVENTS_MIN_ADJUST,https://cateee.net/lkddb/web-lkddb/GENERIC_CLOCKEVENTS_MIN_ADJUST.html,,""
GENERIC_CMOS_UPDATE,https://cateee.net/lkddb/web-lkddb/GENERIC_CMOS_UPDATE.html,,""
NO_HZ_FULL,https://cateee.net/lkddb/web-lkddb/NO_HZ_FULL.html,,""
NO_HZ_FULL_ALL,https://cateee.net/lkddb/web-lkddb/NO_HZ_FULL_ALL.html,,""
VIRT_CPU_ACCOUNTING,https://cateee.net/lkddb/web-lkddb/VIRT_CPU_ACCOUNTING.html,,""
TICK_CPU_ACCOUNTING,https://cateee.net/lkddb/web-lkddb/TICK_CPU_ACCOUNTING.html,,""
VIRT_CPU_ACCOUNTING_NATIVE,https://cateee.net/lkddb/web-lkddb/VIRT_CPU_ACCOUNTING_NATIVE.html,,""
VIRT_CPU_ACCOUNTING_GEN,https://cateee.net/lkddb/web-lkddb/VIRT_CPU_ACCOUNTING_GEN.html,,""
PREEMPT_RCU,https://cateee.net/lkddb/web-lkddb/PREEMPT_RCU.html,,""
SRCU,https://cateee.net/lkddb/web-lkddb/SRCU.html,,""
CONTEXT_TRACKING,https://cateee.net/lkddb/web-lkddb/CONTEXT_TRACKING.html,,""
CONTEXT_TRACKING_FORCE,https://cateee.net/lkddb/web-lkddb/CONTEXT_TRACKING_FORCE.html,,""
RCU_FANOUT,https://cateee.net/lkddb/web-lkddb/RCU_FANOUT.html,,""
RCU_FANOUT_LEAF,https://cateee.net/lkddb/web-lkddb/RCU_FANOUT_LEAF.html,,""
RCU_BOOST,https://cateee.net/lkddb/web-lkddb/RCU_BOOST.html,,""
RCU_BOOST_DELAY,https://cateee.net/lkddb/web-lkddb/RCU_BOOST_DELAY.html,,""
LOG_BUF_SHIFT,https://cateee.net/lkddb/web-lkddb/LOG_BUF_SHIFT.html,,""
LOG_CPU_MAX_BUF_SHIFT,https://cateee.net/lkddb/web-lkddb/LOG_CPU_MAX_BUF_SHIFT.html,,""
PRINTK_SAFE_LOG_BUF_SHIFT,https://cateee.net/lkddb/web-lkddb/PRINTK_SAFE_LOG_BUF_SHIFT.html,,""
HAVE_UNSTABLE_SCHED_CLOCK,https://cateee.net/lkddb/web-lkddb/HAVE_UNSTABLE_SCHED_CLOCK.html,,""
GENERIC_SCHED_CLOCK,https://cateee.net/lkddb/web-lkddb/GENERIC_SCHED_CLOCK.html,,""
ARCH_SUPPORTS_NUMA_BALANCING,https://cateee.net/lkddb/web-lkddb/ARCH_SUPPORTS_NUMA_BALANCING.html,,""
ARCH_WANT_BATCHED_UNMAP_TLB_FLUSH,https://cateee.net/lkddb/web-lkddb/ARCH_WANT_BATCHED_UNMAP_TLB_FLUSH.html,,""
ARCH_SUPPORTS_INT128,https://cateee.net/lkddb/web-lkddb/ARCH_SUPPORTS_INT128.html,,""
ARCH_WANT_NUMA_VARIABLE_LOCALITY,https://cateee.net/lkddb/web-lkddb/ARCH_WANT_NUMA_VARIABLE_LOCALITY.html,,""
INITRAMFS_SOURCE,https://cateee.net/lkddb/web-lkddb/INITRAMFS_SOURCE.html,,""
INITRAMFS_FORCE,https://cateee.net/lkddb/web-lkddb/INITRAMFS_FORCE.html,,""
INITRAMFS_ROOT_UID,https://cateee.net/lkddb/web-lkddb/INITRAMFS_ROOT_UID.html,,""
INITRAMFS_ROOT_GID,https://cateee.net/lkddb/web-lkddb/INITRAMFS_ROOT_GID.html,,""
INITRAMFS_COMPRESSION_NONE,https://cateee.net/lkddb/web-lkddb/INITRAMFS_COMPRESSION_NONE.html,,""
INITRAMFS_COMPRESSION_GZIP,https://cateee.net/lkddb/web-lkddb/INITRAMFS_COMPRESSION_GZIP.html,,""
INITRAMFS_COMPRESSION_BZIP2,https://cateee.net/lkddb/web-lkddb/INITRAMFS_COMPRESSION_BZIP2.html,,""
INITRAMFS_COMPRESSION_LZMA,https://cateee.net/lkddb/web-lkddb/INITRAMFS_COMPRESSION_LZMA.html,,""
INITRAMFS_COMPRESSION_XZ,https://cateee.net/lkddb/web-lkddb/INITRAMFS_COMPRESSION_XZ.html,,""
INITRAMFS_COMPRESSION_LZO,https://cateee.net/lkddb/web-lkddb/INITRAMFS_COMPRESSION_LZO.html,,""
INITRAMFS_COMPRESSION_LZ4,https://cateee.net/lkddb/web-lkddb/INITRAMFS_COMPRESSION_LZ4.html,,""
INITRAMFS_COMPRESSION,https://cateee.net/lkddb/web-lkddb/INITRAMFS_COMPRESSION.html,,""
ANON_INODES,https://cateee.net/lkddb/web-lkddb/ANON_INODES.html,,""
SYSCTL_EXCEPTION_TRACE,https://cateee.net/lkddb/web-lkddb/SYSCTL_EXCEPTION_TRACE.html,,""
SYSCTL_ARCH_UNALIGN_NO_WARN,https://cateee.net/lkddb/web-lkddb/SYSCTL_ARCH_UNALIGN_NO_WARN.html,,""
SYSCTL_ARCH_UNALIGN_ALLOW,https://cateee.net/lkddb/web-lkddb/SYSCTL_ARCH_UNALIGN_ALLOW.html,,""
HAVE_PCSPKR_PLATFORM,https://cateee.net/lkddb/web-lkddb/HAVE_PCSPKR_PLATFORM.html,,""
HAVE_FUTEX_CMPXCHG,https://cateee.net/lkddb/web-lkddb/HAVE_FUTEX_CMPXCHG.html,,""
HAVE_PERF_EVENTS,https://cateee.net/lkddb/web-lkddb/HAVE_PERF_EVENTS.html,,""
PERF_EVENTS,https://cateee.net/lkddb/web-lkddb/PERF_EVENTS.html,,""
SLAB,https://cateee.net/lkddb/web-lkddb/SLAB.html,,""
MMAP_ALLOW_UNINITIALIZED,https://cateee.net/lkddb/web-lkddb/MMAP_ALLOW_UNINITIALIZED.html,,""
HAVE_IMA_KEXEC,https://cateee.net/lkddb/web-lkddb/HAVE_IMA_KEXEC.html,,""
HAVE_OPROFILE,https://cateee.net/lkddb/web-lkddb/HAVE_OPROFILE.html,,""
OPROFILE_NMI_TIMER,https://cateee.net/lkddb/web-lkddb/OPROFILE_NMI_TIMER.html,,""
HAVE_64BIT_ALIGNED_ACCESS,https://cateee.net/lkddb/web-lkddb/HAVE_64BIT_ALIGNED_ACCESS.html,,""
HAVE_EFFICIENT_UNALIGNED_ACCESS,https://cateee.net/lkddb/web-lkddb/HAVE_EFFICIENT_UNALIGNED_ACCESS.html,,""
ARCH_USE_BUILTIN_BSWAP,https://cateee.net/lkddb/web-lkddb/ARCH_USE_BUILTIN_BSWAP.html,,""
HAVE_IOREMAP_PROT,https://cateee.net/lkddb/web-lkddb/HAVE_IOREMAP_PROT.html,,""
HAVE_KPROBES,https://cateee.net/lkddb/web-lkddb/HAVE_KPROBES.html,,""
HAVE_KRETPROBES,https://cateee.net/lkddb/web-lkddb/HAVE_KRETPROBES.html,,""
HAVE_OPTPROBES,https://cateee.net/lkddb/web-lkddb/HAVE_OPTPROBES.html,,""
HAVE_KPROBES_ON_FTRACE,https://cateee.net/lkddb/web-lkddb/HAVE_KPROBES_ON_FTRACE.html,,""
HAVE_NMI,https://cateee.net/lkddb/web-lkddb/HAVE_NMI.html,,""
HAVE_ARCH_TRACEHOOK,https://cateee.net/lkddb/web-lkddb/HAVE_ARCH_TRACEHOOK.html,,""
HAVE_DMA_CONTIGUOUS,https://cateee.net/lkddb/web-lkddb/HAVE_DMA_CONTIGUOUS.html,,""
GENERIC_SMP_IDLE_THREAD,https://cateee.net/lkddb/web-lkddb/GENERIC_SMP_IDLE_THREAD.html,,""
GENERIC_IDLE_POLL_SETUP,https://cateee.net/lkddb/web-lkddb/GENERIC_IDLE_POLL_SETUP.html,,""
ARCH_HAS_FORTIFY_SOURCE,https://cateee.net/lkddb/web-lkddb/ARCH_HAS_FORTIFY_SOURCE.html,,""
ARCH_HAS_SET_MEMORY,https://cateee.net/lkddb/web-lkddb/ARCH_HAS_SET_MEMORY.html,,""
ARCH_INIT_TASK,https://cateee.net/lkddb/web-lkddb/ARCH_INIT_TASK.html,,""
ARCH_TASK_STRUCT_ALLOCATOR,https://cateee.net/lkddb/web-lkddb/ARCH_TASK_STRUCT_ALLOCATOR.html,,""
ARCH_THREAD_STACK_ALLOCATOR,https://cateee.net/lkddb/web-lkddb/ARCH_THREAD_STACK_ALLOCATOR.html,,""
ARCH_WANTS_DYNAMIC_TASK_STRUCT,https://cateee.net/lkddb/web-lkddb/ARCH_WANTS_DYNAMIC_TASK_STRUCT.html,,""
HAVE_REGS_AND_STACK_ACCESS_API,https://cateee.net/lkddb/web-lkddb/HAVE_REGS_AND_STACK_ACCESS_API.html,,""
HAVE_DMA_API_DEBUG,https://cateee.net/lkddb/web-lkddb/HAVE_DMA_API_DEBUG.html,,""
HAVE_HW_BREAKPOINT,https://cateee.net/lkddb/web-lkddb/HAVE_HW_BREAKPOINT.html,,""
HAVE_MIXED_BREAKPOINTS_REGS,https://cateee.net/lkddb/web-lkddb/HAVE_MIXED_BREAKPOINTS_REGS.html,,""
HAVE_USER_RETURN_NOTIFIER,https://cateee.net/lkddb/web-lkddb/HAVE_USER_RETURN_NOTIFIER.html,,""
HAVE_PERF_EVENTS_NMI,https://cateee.net/lkddb/web-lkddb/HAVE_PERF_EVENTS_NMI.html,,""
HAVE_HARDLOCKUP_DETECTOR_PERF,https://cateee.net/lkddb/web-lkddb/HAVE_HARDLOCKUP_DETECTOR_PERF.html,,""
HAVE_NMI_WATCHDOG,https://cateee.net/lkddb/web-lkddb/HAVE_NMI_WATCHDOG.html,,""
HAVE_HARDLOCKUP_DETECTOR_ARCH,https://cateee.net/lkddb/web-lkddb/HAVE_HARDLOCKUP_DETECTOR_ARCH.html,,""
HAVE_PERF_REGS,https://cateee.net/lkddb/web-lkddb/HAVE_PERF_REGS.html,,""
HAVE_PERF_USER_STACK_DUMP,https://cateee.net/lkddb/web-lkddb/HAVE_PERF_USER_STACK_DUMP.html,,""
HAVE_ARCH_JUMP_LABEL,https://cateee.net/lkddb/web-lkddb/HAVE_ARCH_JUMP_LABEL.html,,""
HAVE_RCU_TABLE_FREE,https://cateee.net/lkddb/web-lkddb/HAVE_RCU_TABLE_FREE.html,,""
ARCH_HAVE_NMI_SAFE_CMPXCHG,https://cateee.net/lkddb/web-lkddb/ARCH_HAVE_NMI_SAFE_CMPXCHG.html,,""
HAVE_CMPXCHG_LOCAL,https://cateee.net/lkddb/web-lkddb/HAVE_CMPXCHG_LOCAL.html,,""
HAVE_CMPXCHG_DOUBLE,https://cateee.net/lkddb/web-lkddb/HAVE_CMPXCHG_DOUBLE.html,,""
ARCH_WEAK_RELEASE_ACQUIRE,https://cateee.net/lkddb/web-lkddb/ARCH_WEAK_RELEASE_ACQUIRE.html,,""
ARCH_WANT_IPC_PARSE_VERSION,https://cateee.net/lkddb/web-lkddb/ARCH_WANT_IPC_PARSE_VERSION.html,,""
HAVE_ARCH_SECCOMP_FILTER,https://cateee.net/lkddb/web-lkddb/HAVE_ARCH_SECCOMP_FILTER.html,,""
HAVE_GCC_PLUGINS,https://cateee.net/lkddb/web-lkddb/HAVE_GCC_PLUGINS.html,,""
HAVE_CC_STACKPROTECTOR,https://cateee.net/lkddb/web-lkddb/HAVE_CC_STACKPROTECTOR.html,,""
CC_STACKPROTECTOR,https://cateee.net/lkddb/web-lkddb/CC_STACKPROTECTOR.html,,""
CC_STACKPROTECTOR_NONE,https://cateee.net/lkddb/web-lkddb/CC_STACKPROTECTOR_NONE.html,,""
CC_STACKPROTECTOR_REGULAR,https://cateee.net/lkddb/web-lkddb/CC_STACKPROTECTOR_REGULAR.html,,""
CC_STACKPROTECTOR_STRONG,https://cateee.net/lkddb/web-lkddb/CC_STACKPROTECTOR_STRONG.html,,""
THIN_ARCHIVES,https://cateee.net/lkddb/web-lkddb/THIN_ARCHIVES.html,,""
LD_DEAD_CODE_DATA_ELIMINATION,https://cateee.net/lkddb/web-lkddb/LD_DEAD_CODE_DATA_ELIMINATION.html,,""
HAVE_ARCH_WITHIN_STACK_FRAMES,https://cateee.net/lkddb/web-lkddb/HAVE_ARCH_WITHIN_STACK_FRAMES.html,,""
HAVE_CONTEXT_TRACKING,https://cateee.net/lkddb/web-lkddb/HAVE_CONTEXT_TRACKING.html,,""
HAVE_VIRT_CPU_ACCOUNTING,https://cateee.net/lkddb/web-lkddb/HAVE_VIRT_CPU_ACCOUNTING.html,,""
ARCH_HAS_SCALED_CPUTIME,https://cateee.net/lkddb/web-lkddb/ARCH_HAS_SCALED_CPUTIME.html,,""
HAVE_VIRT_CPU_ACCOUNTING_GEN,https://cateee.net/lkddb/web-lkddb/HAVE_VIRT_CPU_ACCOUNTING_GEN.html,,""
HAVE_IRQ_TIME_ACCOUNTING,https://cateee.net/lkddb/web-lkddb/HAVE_IRQ_TIME_ACCOUNTING.html,,""
HAVE_ARCH_TRANSPARENT_HUGEPAGE,https://cateee.net/lkddb/web-lkddb/HAVE_ARCH_TRANSPARENT_HUGEPAGE.html,,""
HAVE_ARCH_TRANSPARENT_HUGEPAGE_PUD,https://cateee.net/lkddb/web-lkddb/HAVE_ARCH_TRANSPARENT_HUGEPAGE_PUD.html,,""
HAVE_ARCH_HUGE_VMAP,https://cateee.net/lkddb/web-lkddb/HAVE_ARCH_HUGE_VMAP.html,,""
HAVE_ARCH_SOFT_DIRTY,https://cateee.net/lkddb/web-lkddb/HAVE_ARCH_SOFT_DIRTY.html,,""
HAVE_MOD_ARCH_SPECIFIC,https://cateee.net/lkddb/web-lkddb/HAVE_MOD_ARCH_SPECIFIC.html,,""
MODULES_USE_ELF_RELA,https://cateee.net/lkddb/web-lkddb/MODULES_USE_ELF_RELA.html,,""
MODULES_USE_ELF_REL,https://cateee.net/lkddb/web-lkddb/MODULES_USE_ELF_REL.html,,""
HAVE_UNDERSCORE_SYMBOL_PREFIX,https://cateee.net/lkddb/web-lkddb/HAVE_UNDERSCORE_SYMBOL_PREFIX.html,,""
HAVE_IRQ_EXIT_ON_IRQ_STACK,https://cateee.net/lkddb/web-lkddb/HAVE_IRQ_EXIT_ON_IRQ_STACK.html,,""
ARCH_HAS_ELF_RANDOMIZE,https://cateee.net/lkddb/web-lkddb/ARCH_HAS_ELF_RANDOMIZE.html,,""
HAVE_ARCH_MMAP_RND_BITS,https://cateee.net/lkddb/web-lkddb/HAVE_ARCH_MMAP_RND_BITS.html,,""
HAVE_EXIT_THREAD,https://cateee.net/lkddb/web-lkddb/HAVE_EXIT_THREAD.html,,""
ARCH_MMAP_RND_BITS_DEFAULT,https://cateee.net/lkddb/web-lkddb/ARCH_MMAP_RND_BITS_DEFAULT.html,,""
ARCH_MMAP_RND_BITS,https://cateee.net/lkddb/web-lkddb/ARCH_MMAP_RND_BITS.html,,""
ARCH_MMAP_RND_COMPAT_BITS_DEFAULT,https://cateee.net/lkddb/web-lkddb/ARCH_MMAP_RND_COMPAT_BITS_DEFAULT.html,,""
ARCH_MMAP_RND_COMPAT_BITS,https://cateee.net/lkddb/web-lkddb/ARCH_MMAP_RND_COMPAT_BITS.html,,""
HAVE_COPY_THREAD_TLS,https://cateee.net/lkddb/web-lkddb/HAVE_COPY_THREAD_TLS.html,,""
HAVE_STACK_VALIDATION,https://cateee.net/lkddb/web-lkddb/HAVE_STACK_VALIDATION.html,,""
HAVE_ARCH_HASH,https://cateee.net/lkddb/web-lkddb/HAVE_ARCH_HASH.html,,""
CLONE_BACKWARDS,https://cateee.net/lkddb/web-lkddb/CLONE_BACKWARDS.html,,""
CLONE_BACKWARDS2,https://cateee.net/lkddb/web-lkddb/CLONE_BACKWARDS2.html,,""
CLONE_BACKWARDS3,https://cateee.net/lkddb/web-lkddb/CLONE_BACKWARDS3.html,,""
ODD_RT_SIGACTION,https://cateee.net/lkddb/web-lkddb/ODD_RT_SIGACTION.html,,""
OLD_SIGSUSPEND,https://cateee.net/lkddb/web-lkddb/OLD_SIGSUSPEND.html,,""
OLD_SIGACTION,https://cateee.net/lkddb/web-lkddb/OLD_SIGACTION.html,,""
ARCH_NO_COHERENT_DMA_MMAP,https://cateee.net/lkddb/web-lkddb/ARCH_NO_COHERENT_DMA_MMAP.html,,""
CPU_NO_EFFICIENT_FFS,https://cateee.net/lkddb/web-lkddb/CPU_NO_EFFICIENT_FFS.html,,""
HAVE_ARCH_VMAP_STACK,https://cateee.net/lkddb/web-lkddb/HAVE_ARCH_VMAP_STACK.html,,""
ARCH_OPTIONAL_KERNEL_RWX,https://cateee.net/lkddb/web-lkddb/ARCH_OPTIONAL_KERNEL_RWX.html,,""
ARCH_OPTIONAL_KERNEL_RWX_DEFAULT,https://cateee.net/lkddb/web-lkddb/ARCH_OPTIONAL_KERNEL_RWX_DEFAULT.html,,""
ARCH_HAS_STRICT_KERNEL_RWX,https://cateee.net/lkddb/web-lkddb/ARCH_HAS_STRICT_KERNEL_RWX.html,,""
STRICT_KERNEL_RWX,https://cateee.net/lkddb/web-lkddb/STRICT_KERNEL_RWX.html,,""
ARCH_HAS_STRICT_MODULE_RWX,https://cateee.net/lkddb/web-lkddb/ARCH_HAS_STRICT_MODULE_RWX.html,,""
ARCH_WANT_RELAX_ORDER,https://cateee.net/lkddb/web-lkddb/ARCH_WANT_RELAX_ORDER.html,,""
ARCH_HAS_GCOV_PROFILE_ALL,https://cateee.net/lkddb/web-lkddb/ARCH_HAS_GCOV_PROFILE_ALL.html,,""
GCOV_FORMAT_3_4,https://cateee.net/lkddb/web-lkddb/GCOV_FORMAT_3_4.html,,""
GCOV_FORMAT_4_7,https://cateee.net/lkddb/web-lkddb/GCOV_FORMAT_4_7.html,,""
