ATH9K_DFS_CERTIFIED;This option enables DFS support for initiating radiation on ath9k. There is no way to dynamically detect if a card was DFS certified and as such this is left as a build time option. This option should only be enabled by system integrators that can guarantee that all the platforms that their kernel will run on have obtained appropriate regulatory body certification for a respective Atheros card by using ath9k on the target shipping platforms.  This is currently only a placeholder for future DFS support, as DFS support requires more components that still need to be developed. At this point enabling this option won't do anything except increase code size.
B43LEGACY_DMA_MODE;Only include Direct Memory Access (DMA). This reduces the size of the driver module, by omitting the PIO code.
B43LEGACY_PIO_MODE;Only include Programmed I/O (PIO). This reduces the size of the driver module, by omitting the DMA code. Please note that PIO transfers are slow (compared to DMA).  Also note that not all devices of the b43legacy series support PIO.  You should use PIO only if DMA does not work for you.
IWLWIFI_DEVICE_TRACING;Say Y here to trace all commands, including TX frames and IO accesses, sent to the device. If you say yes, iwlwifi will register with the ftrace framework for event tracing and dump all this information to the ringbuffer, you may need to increase the ringbuffer size. See the ftrace documentation for more information.  When tracing is not enabled, this option still has some (though rather small) overhead.  If unsure, say Y so we can help you better when problems occur.
CAPI_TRACE;If you say Y here, the kernelcapi driver can make verbose traces of CAPI messages. This feature can be enabled/disabled via IOCTL for every controller (default disabled). This will increase the size of the kernelcapi module by 20 KB. If unsure, say Y.
ISDN_CAPI_CAPIDRV_VERBOSE;If you say Y here, the capidrv interface will give verbose reasons for disconnecting. This will increase the size of the kernel by 7 KB. If unsure, say N.
NVM_RRPC;Allows an open-channel SSD to be exposed as a block device to the host. The target is implemented using a linear mapping table and cost-based garbage collection. It is optimized for 4K IO sizes.
SERIAL_8250_CS;Say Y here to enable support for 16-bit PCMCIA serial devices, including serial port cards, modems, and the modem functions of multi-function Ethernet/modem cards. (PCMCIA- or PC-cards are credit-card size devices often used with laptops.)  To compile this driver as a module, choose M here: the module will be called serial_cs.  If unsure, say N.
DTLK;This driver is for the DoubleTalk PC, a speech synthesizer manufactured by RC Systems (<http://www.rcsys.com/>).  It is also called the `internal DoubleTalk'.  To compile this driver as a module, choose M here: the module will be called dtlk.
HMC_DRV;This option enables support for file transfers from a Hardware Management Console (HMC) drive CD/DVD-ROM. It is available as a module, called 'hmcdrv', and also as kernel built-in. There is one optional parameter for this module: cachesize=N, which modifies the transfer cache size from it's default value 0.5MB to N bytes. If N is zero, then no caching is performed.
SSB_SILENT;This option turns off all Sonics Silicon Backplane printks. Note that you won't be able to identify problems, once messages are turned off. This might only be desired for production kernels on embedded devices to reduce the kernel size.  Say N
VIDEO_V4L2_SUBDEV_API;Enables the V4L2 sub-device pad-level userspace API used to configure video format, size and frame rate between hardware blocks.  This API is mostly used by camera interfaces in embedded platforms.
DVB_USB_UMT_010;Say Y here to support the HanfTek UMT-010 USB2.0 stick-sized DVB-T receiver.
DVB_USB_DTT200U;Say Y here to support the WideView/Yakumo/Hama/Typhoon/Yuan DVB-T USB2.0 receiver.  The receivers are also known as DTT200U (Yakumo) and UB300 (Yuan).  The WT-220U and its clones are pen-sized.
MEDIA_SUBDRV_AUTOSELECT;By default, a media driver auto-selects all possible ancillary devices such as tuners, sensors, video encoders/decoders and frontends, that are used by any of the supported devices.  This is generally the right thing to do, except when there are strict constraints with regards to the kernel size, like on embedded systems.  Use this option with care, as deselecting ancillary drivers which are, in fact, necessary will result in the lack of the needed functionality for your device (it may not tune or may not have the needed demodulators).  If unsure say Y.
FB_MODE_HELPERS;This enables functions for handling video modes using the Generalized Timing Formula and the EDID parser. A few drivers rely on this feature such as the radeonfb, rivafb, and the i810fb. If your driver does not take advantage of this feature, choosing Y will just increase the kernel size by about 5K.
FB_PS3_DEFAULT_SIZE_M;This is the default size (in MiB) of the virtual frame buffer in the PS3. The default value can be overridden on the kernel command line using the ps3fb option (e.g. ps3fb=9M).
FB_SIMPLE;Say Y if you want support for a simple frame-buffer.  This driver assumes that the display hardware has been initialized before the kernel boots, and the kernel will simply render to the pre-allocated frame buffer surface.  Configuration re: surface address, size, and format must be provided through device tree, or plain old platform data.
VGACON_SOFT_SCROLLBACK;The scrollback buffer of the standard VGA console is located in the VGA RAM.  The size of this RAM is fixed and is quite small. If you require a larger scrollback buffer, this can be placed in System RAM which is dynamically allocated during initialization. Placing the scrollback buffer in System RAM will slightly slow down the console.  If you want this feature, say 'Y' here and enter the amount of RAM to allocate for this buffer.  If unsure, say 'N'.
VGACON_SOFT_SCROLLBACK_SIZE;Enter the amount of System RAM to allocate for scrollback buffers of VGA consoles. Each 64KB will give you approximately 16 80x25 screenfuls of scrollback buffer.
VGACON_SOFT_SCROLLBACK_PERSISTENT_ENABLE_BY_DEFAULT;Say Y here if the scrollback history should persist by default when switching between consoles. Otherwise, the scrollback history will be flushed each time the console is switched. This feature can also be enabled using the boot command line parameter 'vgacon.scrollback_persistent=1'.  This feature might break your tool of choice to flush the scrollback buffer, e.g. clear(1) will work fine but Debian's clear_console(1) will be broken, which might cause security issues. You can use the escape sequence \e[3J instead if this feature is activated.  Note that a buffer of VGACON_SOFT_SCROLLBACK_SIZE is taken for each created tty device. So if you use a RAM-constrained system, say N here.
SND_PROC_FS;Say 'N' to disable Sound proc FS, which may reduce code size about 9KB on x86_64 platform. If unsure say Y.
SND_HDA_PREALLOC_SIZE;Specifies the default pre-allocated buffer-size in kB for the HD-audio driver.  A larger buffer (e.g. 2048) is preferred for systems using PulseAudio.  The default 64 is chosen just for compatibility reasons.  Note that the pre-allocation size can be changed dynamically via a proc file (/proc/asound/card*/pcm*/sub*/prealloc), too.
MSNDPIN_IRQ;Interrupt request line for the primary synthesizer on MultiSound Pinnacle and Fiji sound cards.
MSNDPIN_MEM;Memory-mapped I/O base address for the primary synthesizer on MultiSound Pinnacle and Fiji sound cards.
MSNDPIN_IO;Memory-mapped I/O base address for the primary synthesizer on MultiSound Pinnacle and Fiji sound cards.
MSNDPIN_MPU_IO;Memory-mapped I/O base address for the Kurzweil daughterboard synthesizer on MultiSound Pinnacle and Fiji sound cards.
MSNDPIN_MPU_IRQ;Interrupt request number for the Kurzweil daughterboard synthesizer on MultiSound Pinnacle and Fiji sound cards.
MSND_FIFOSIZE;Configures the size of each audio buffer, in kilobytes, for recording and playing in the MultiSound drivers (both the Classic and Pinnacle). Larger values reduce the chance of data overruns at the expense of overall latency. If unsure, use the default.
SOUND_MSS;Again think carefully before answering Y to this question.  It's safe to answer Y if you have the original Windows Sound System card made by Microsoft or Aztech SG 16 Pro (or NX16 Pro).  Also you may say Y in case your card is NOT among these:  ATI Stereo F/X, AdLib, Audio Excell DSP16, Cardinal DSP16, Ensoniq SoundScape (and compatibles made by Reveal and Spea), Gravis Ultrasound, Gravis Ultrasound ACE, Gravis Ultrasound Max, Gravis Ultrasound with 16 bit option, Logitech Sound Man 16, Logitech SoundMan Games, Logitech SoundMan Wave, MAD16 Pro (OPTi 82C929), Media Vision Jazz16, MediaTriX AudioTriX Pro, Microsoft Windows Sound System (MSS/WSS), Mozart (OAK OTI-601), Orchid SW32, Personal Sound System (PSS), Pro Audio Spectrum 16, Pro Audio Studio 16, Pro Sonic 16, Roland MPU-401 MIDI interface, Sound Blaster 1.0, Sound Blaster 16, Sound Blaster 16ASP, Sound Blaster 2.0, Sound Blaster AWE32, Sound Blaster Pro, TI TM4000M notebook, ThunderBoard, Turtle Beach Tropez, Yamaha FM synthesizers (OPL2, OPL3 and OPL4), 6850 UART MIDI Interface.  For cards having native support in VoxWare, consult the card specific instructions in <file:Documentation/sound/oss/README.OSS>. Some drivers have their own MSS support and saying Y to this option will cause a conflict.  If you compile the driver into the kernel, you have to add ad1848=<io>,<irq>,<dma>,<dma2>[,<type>] to the kernel command line.
USB_ATMEL_USBA;USBA is the integrated high-speed USB Device controller on the AT32AP700x, some AT91SAM9 and AT91CAP9 processors from Atmel.  The fifo_mode parameter is used to select endpoint allocation mode. fifo_mode = 0 is used to let the driver autoconfigure the endpoints. In this case, for ep1 2 banks are allocated if it works in isochronous mode and only 1 bank otherwise. For the rest of the endpoints only 1 bank is allocated.  fifo_mode = 1 is a generic maximum fifo size (1024 bytes) configuration allowing the usage of ep1 - ep6  fifo_mode = 2 is a generic performance maximum fifo size (1024 bytes) configuration allowing the usage of ep1 - ep3  fifo_mode = 3 is a balanced performance configuration allowing the the usage of ep1 - ep8
USB_AUDIO;This Gadget Audio driver is compatible with USB Audio Class specification 2.0. It implements 1 AudioControl interface, 1 AudioStreaming Interface each for USB-OUT and USB-IN. Number of channels, sample rate and sample size can be specified as module parameters. This driver doesn't expect any real Audio codec to be present on the device - the audio streams are simply sinked to and sourced from a virtual ALSA sound card created. The user-space application may choose to do whatever it wants with the data received from the USB Host and choose to provide whatever it wants as audio data to the USB Host.  Say y to link the driver statically, or m to build a dynamically linked module called g_audio.
MMC_SDHCI_BIG_ENDIAN_32BIT_BYTE_SWAPPER;This option is selected by drivers running on big endian hosts and performing I/O to a SDHCI controller through a bus that implements a hardware byte swapper using a 32-bit datum. This endian mapping mode is called data invariance and has the effect of scrambling the addresses and formats of data accessed in sizes other than the datum size.  This is the case for the Nintendo Wii SDHCI.
UIO_DMEM_GENIRQ;Platform driver for Userspace I/O devices, including generic interrupt handling code. Shared interrupts are not supported.  Memory regions can be specified with the same platform device resources as the UIO_PDRV drivers, but dynamic regions can also be specified. The number and size of these regions is static, but the memory allocation is not performed until the associated device file is opened. The memory is freed once the uio device is closed.  If you don't know what to do here, say N.
XEN_BALLOON_MEMORY_HOTPLUG;Memory hotplug support for Xen balloon driver allows expanding memory available for the system above limit declared at system startup. It is very useful on critical systems which require long run without rebooting.  Memory could be hotplugged in following steps:    1) target domain: ensure that memory auto online policy is in      effect by checking /sys/devices/system/memory/auto_online_blocks      file (should be 'online').    2) control domain: xl mem-max <target-domain> <maxmem>      where <maxmem> is >= requested memory size,    3) control domain: xl mem-set <target-domain> <memory>      where <memory> is requested memory size. alternatively memory      could be added by writing proper value to      /sys/devices/system/xen_memory/xen_memory0/target or      /sys/devices/system/xen_memory/xen_memory0/target_kb on the      target domain.  Alternatively, if memory auto onlining was not requested at step 1 the newly added memory can be manually onlined in the target domain by doing the following:        for i in /sys/devices/system/memory/memory*/state. do \         [ `cat $i` = offline ] && echo online > $i. done  or by adding the following line to udev rules:  SUBSYSTEM==memory, ACTION==add, RUN+=/bin/sh -c '[ -f /sys$devpath/state ] && echo online > /sys$devpath/state'
COMEDI_DEFAULT_BUF_SIZE_KB;This is the default asynchronous buffer size which is used for commands running in the background in kernel space.  This defaults to 2048 KiB of memory so that a 16 channel card running at 10 kHz has of 2-4 seconds of buffer.
COMEDI_DEFAULT_BUF_MAXSIZE_KB;This is the default maximum asynchronous buffer size which can be requested by a userspace program without root privileges. This is set to 20480 KiB so that a fast I/O card with 16 channels running at 100 kHz has 2-4 seconds of buffer.
SPEAKUP;This is the Speakup screen reader.  Think of it as a video console for blind people.  If built in to the kernel, it can speak everything on the text console from boot up to shutdown.  For more information on Speakup, point your browser at <http://www.linux-speakup.org/>. There is also a mailing list at the above url that you can subscribe to.  Supported synthesizers are accent sa, accent pc, appollo II., Auddapter, Braille 'n Speak, Dectalk external (old), Dectalk PC (full length isa board), Dectalk express, Doubletalk, Doubletalk LT or Litetalk, Keynote Gold internal PC, software synthesizers, Speakout, transport, and a dummy module that can be used with a plain text terminal.  Speakup can either be built in or compiled as a module by answering y or m.  If you answer y here, then you must answer either y or m to at least one of the synthesizer drivers below.  If you answer m here, then the synthesizer drivers below can only be built as modules.  These drivers are not standalone drivers, but must be used in conjunction with Speakup.  Think of them as video cards for blind people.   The Dectalk pc driver can only be built as a module, and requires software to be pre-loaded on to the card before the module can be loaded.  See the decpc choice below for more details.  If you are not a blind person, or don't have access to one of the listed synthesizers, you should say n.
SPEAKUP_SYNTH_ACNTSA;This is the Speakup driver for the Accent SA synthesizer.  You can say y to build it into the kernel, or m to build it as a module.  See the configuration help on the Speakup choice above for more info.
SPEAKUP_SYNTH_ACNTPC;This is the Speakup driver for the accent pc synthesizer.  You can say y to build it into the kernel, or m to build it as a module.  See the configuration help on the Speakup choice above for more info.
SPEAKUP_SYNTH_APOLLO;This is the Speakup driver for the Apollo II synthesizer.  You can say y to build it into the kernel, or m to build it as a module.  See the configuration help on the Speakup choice above for more info.
SPEAKUP_SYNTH_AUDPTR;This is the Speakup driver for the Audapter synthesizer.  You can say y to build it into the kernel, or m to build it as a module.  See the configuration help on the Speakup choice above for more info.
SPEAKUP_SYNTH_BNS;This is the Speakup driver for the Braille 'n' Speak synthesizer.  You can say y to build it into the kernel, or m to build it as a module.  See the configuration help on the Speakup choice above for more info.
SPEAKUP_SYNTH_DECTLK;This is the Speakup driver for the DecTalk Express synthesizer.  You can say y to build it into the kernel, or m to build it as a module.  See the configuration help on the Speakup choice above for more info.
SPEAKUP_SYNTH_DECEXT;This is the Speakup driver for the DecTalk External (old) synthesizer.  You can say y to build it into the kernel, or m to build it as a module.  See the configuration help on the Speakup choice above for more info.
SPEAKUP_SYNTH_DECPC;This is the Speakup driver for the DecTalk PC (full length ISA) synthesizer.  You can say m to build it as a module.  See the configuration help on the Speakup choice above for more info.  In order to use the DecTalk PC driver, you must download the dec_pc.tgz file from linux-speakup.org.  It is in the pub/linux/goodies directory.  The dec_pc.tgz file contains the software which must be pre-loaded on to the DecTalk PC board in order to use it with this driver. This driver must be built as a module, and can not be loaded until the file system is mounted and the DecTalk PC software has been pre-loaded on to the board.  See the README file in the dec_pc.tgz file for more details.
SPEAKUP_SYNTH_DTLK;This is the Speakup driver for the internal DoubleTalk PC synthesizer.  You can say y to build it into the kernel, or m to build it as a module.  See the configuration help on the Speakup choice above for more info.
SPEAKUP_SYNTH_KEYPC;This is the Speakup driver for the Keynote Gold PC synthesizer.  You can say y to build it into the kernel, or m to build it as a module.  See the configuration help on the Speakup choice above for more info.
SPEAKUP_SYNTH_LTLK;This is the Speakup driver for the LiteTalk/DoubleTalk LT synthesizer.  You can say y to build it into the kernel, or m to build it as a module.  See the configuration help on the Speakup choice above for more info.
SPEAKUP_SYNTH_SOFT;This is the software synthesizer device node.  It will register a device /dev/softsynth which midware programs and speech daemons may open and read to provide kernel output to software synths such as espeak, festival, flite and so forth.  You can select 'y' or 'm' to have it built-in to the kernel or loaded as a module.
SPEAKUP_SYNTH_SPKOUT;This is the Speakup driver for the Speakout synthesizer.  You can say y to build it into the kernel, or m to build it as a module.  See the configuration help on the Speakup choice above for more info.
SPEAKUP_SYNTH_TXPRT;This is the Speakup driver for the Transport synthesizer.  You can say y to build it into the kernel, or m to build it as a module.  See the configuration help on the Speakup choice above for more info.
ION_CHUNK_HEAP;Choose this option to enable chunk heaps with Ion. This heap is similar in function the carveout heap but memory is broken down into smaller chunk sizes, typically corresponding to a TLB size. Unless you know your system has these regions, you should say N here.
LNET_MAX_PAYLOAD;This option defines the maximum size of payload in bytes that lnet can put into its transport.  If unsure, use default.
LUSTRE_OBD_MAX_IOCTL_BUFFER;This option defines the maximum size of buffer in bytes that user space applications can pass to Lustre kernel module through ioctl interface.  If unsure, use default.
THINKPAD_ACPI_DEBUG;Enables extra debugging information, at the expense of a slightly increase in driver size.  If you are not sure, say N here.
COMMON_CLK_CDCE706;This driver supports TI CDCE706 programmable 3-PLL clock synthesizer.
COMMON_CLK_CDCE925;---help---   This driver supports the TI CDCE913/925/937/949 programmable clock   synthesizer. Each chip has different number of PLLs and outputs.   For example, the CDCE925 contains two PLLs with spread-spectrum   clocking support and five output dividers. The driver only supports   the following setup, and uses a fixed setting for the output muxes.   Y1 is derived from the input clock   Y2 and Y3 derive from PLL1   Y4 and Y5 derive from PLL2   Given a target output frequency, the driver will set the PLL and   divider to best approximate the desired output.
OMAP_MBOX_KFIFO_SIZE;Specify the default size of mailbox's kfifo buffers (bytes). This can also be changed at runtime (via the mbox_kfifo_size module parameter).
IOMMU_IO_PGTABLE_LPAE;Enable support for the ARM long descriptor pagetable format. This allocator supports 4K/2M/1G, 16K/32M and 64K/512M page sizes at both stage-1 and stage-2, as well as address spaces up to 48-bits in size.
